Conformity/missingness checks,,,,,,,,,,,,,
Form,Packet,Variable,Error_alert test name,Short test Description (English),Full test Description (English),Test Description Logic,Form(s) compared in test,Variable(s) compared in test,Error or alert?,Can be done in REDCap?,Type of test,Were these variables_concepts previous versions of UDS?,Question(s) for domain experts
B8,I,APHASIA,APHASIA conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSIGN = 0,8 then APHASIA must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q4. OTHERSIGN (cortical or other signs) = 0 or 8 then Q4h. APHASIA (aphasia) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSGIN in (0,8)) and APHASIA ? blank",n/a,n/a,Error,Yes,Missingness,No,
B8,I,APHASIA,APHASIA must conform,APHASIA must be between 0-1 or = 8,Q4h. APHASIA (aphasia) must be an integer between 0 and 1 or equal 8,If APHASIA < 0 or APHASIA > 1 and ? 8,n/a,n/a,Error,Yes,Conformity,No,
B8,I,ALIENLIMB,ALIENLIMB conditionally present,If OTHERSIGN = 1 then ALIENLIMB cannot be blank,If Q4. OTHERSIGN (cortical or other signs) = 1 then Q4i. ALIENLIMB (alien limb phenomenon) cannot be blank,If OTHERSIGN = 1 and ALIENLIMB = blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,ALIENLIMB,ALIENLIMB conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSIGN = 0,8 then ALIENLIMB must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q4. OTHERSIGN (cortical or other signs) = 0 or 8 then Q4i. ALIENLIMB (alien limb phenomenon) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSGIN in (0,8)) and ALIENLIMB ? blank",n/a,n/a,Error,Yes,Missingness,No,
B8,I,ALIENLIMB,ALIENLIMB must conform,ALIENLIMB must be between 0-1 or = 8,Q4i. ALIENLIMB (alien limb phenomenon) must be an integer between 0 and 1 or equal 8,If ALIENLIMB < 0 or ALIENLIMB > 1 and ? 8,n/a,n/a,Error,Yes,Conformity,No,
B8,I,HSPATNEG,HSPATNEG conditionally present,If OTHERSIGN = 1 then HSPATNEG cannot be blank,If Q4. OTHERSIGN (cortical or other signs) = 1 then Q4j. HSPATNEG (hemispatial neglect) cannot be blank,If OTHERSIGN = 1 and HSPATNEG = blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,HSPATNEG,HSPATNEG conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSIGN = 0,8 then HSPATNEG must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q4. OTHERSIGN (cortical or other signs) = 0 or 8 then Q4j. HSPATNEG (hemispatial neglect) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSGIN in (0,8)) and HSPATNEG ? blank",n/a,n/a,Error,Yes,Missingness,No,
B8,I,HSPATNEG,HSPATNEG must conform,HSPATNEG must be between 0-1 or = 8 ,Q4j. HSPATNEG (hemispatial neglect) must be an integer between 0 and 1 or equal 8,If HSPATNEG < 0 or HSPATNEG > 1 and ? 8,n/a,n/a,Error,Yes,Conformity,No,
B8,I,PSPOAGNO,PSPOAGNO conditionally present,If OTHERSIGN = 1 then PSPAGNO cannot be blank,If Q4. OTHERSIGN (cortical or other signs) = 1 then Q4k. PSPOAGNO (prosopagnosia) cannot be blank,If OTHERSIGN = 1 and PSPOAGNO = blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,PSPOAGNO,PSPOAGNO conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSIGN = 0,8 then PSPOAGNO must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q4. OTHERSIGN (cortical or other signs) = 0 or 8 then Q4k. PSPOAGNO (prosopagnosia) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSGIN in (0,8)) and PSPOAGNO ? blank",n/a,n/a,Error,Yes,Missingness,No,
B8,I,PSPOAGNO,PSPOAGNO must conform,PSPOAGNO must be between 0-1 or = 8 ,Q4k. PSPOAGNO (prosopagnosia) must be an integer between 0 and 1 or equal 8,If PSPOAGNO < 0 or PSPOAGNO > 1 and ? 8,n/a,n/a,Error,Yes,Conformity,No,
B8,I,SMTAGNO,SMTAGNO conditionally present,If OTHERSIGN = 1 then SMTAGNO cannot be blank,If Q4. OTHERSIGN (cortical or other signs) = 1 then Q4l. SMTAGNO (simultanagnosia) cannot be blank,If OTHERSIGN = 1 and SMTAGNO = blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,SMTAGNO,SMTAGNO conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSIGN = 0,8 then SMTAGNO must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q4. OTHERSIGN (cortical or other signs) = 0 or 8 then Q4l. SMTAGNO (simultanagnosia) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSGIN in (0,8)) and SMTAGNO ? blank",n/a,n/a,Error,Yes,Missingness,No,
B8,I,SMTAGNO,SMTAGNO must conform,SMTAGNO must be between 0-1 or = 8,Q4l. SMTAGNO (simultanagnosia) must be an integer between 0 and 1 or equal 8,If SMTAGNO < 0 or SMTAGNO >1 and ? 8,n/a,n/a,Error,Yes,Conformity,No,
B8,I,OPTICATAX,OPTICATAX conditionally present,If OTHERSIGN = 1 then OPTICATAX cannot be blank,If Q4. OTHERSIGN (cortical or other signs) = 1 then Q4m. OPTICATAX (optic ataxia) cannot be blank,If OTHERSIGN = 1 and OPTICATAX = blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,OPTICATAX,OPTICATAX conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSIGN = 0,8 then OPTICATAX must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q4. OTHERSIGN (cortical or other signs) = 0 or 8 then Q4m. OPTICATAX (optic ataxia) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSGIN in (0,8)) and OPTICATAX ? blank",n/a,n/a,Error,Yes,Missingness,No,
B8,I,OPTICATAX,OPTICATAX must conform,OPTICATAX must be between 0-1 or = 8 ,Q4m. OPTICATAX (optic ataxia) must be an integer between 0 and 1 or equal 8,If OPTICATAX < 0 or OPTICATAX > 1 and ? 8,n/a,n/a,Error,Yes,Conformity,No,
B8,I,APRAXGAZE,APRAXGAZE conditionally present,If OTHERSIGN = 1 then APRAXGAZE cannot be blank,If Q4. OTHERSIGN (cortical or other signs) = 1 then Q4n. APRAXGAZE (apraxia of gaze) cannot be blank,If OTHERSIGN = 1 and APRAXGAZE = blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,APRAXGAZE,APRAXGAZE conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSIGN = 0,8 then APRAXGAZE must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q4. OTHERSIGN (cortical or other signs) = 0 or 8 then Q4n. APRAXGAZE (apraxia of gaze) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSGIN in (0,8)) and APRAXGAZE ? blank",n/a,n/a,Error,Yes,Missingness,No,
B8,I,APRAXGAZE,APRAXGAZE must conform,APRAXGAZE must be between 0-1 or = 8,Q4n. APRAXGAZE (apraxia of gaze) must be an integer between 0 and 1 or equal 8,If APRAXGAZE < 0 or APRAXGAZE > 1 and ? 8,n/a,n/a,Error,Yes,Conformity,No,
B8,I,VHGAZEPAL,VHGAZEPAL conditionally present,If OTHERSIGN =1 then VHGAZEPAL cannot be blank,If Q4. OTHERSIGN (cortical or other signs) = 1 then Q4o. VHGAZEPAL (vert/horiz gaze palsy) cannot be blank,If OTHERSIGN = 1 and VHGAZEPAL = blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,VHGAZEPAL,VHGAZEPAL conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSIGN = 0,8 then VHGAZEPAL must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q4. OTHERSIGN (cortical or other signs) = 0 or 8 then Q4o. VHGAZEPAL (vert/horiz gaze palsy) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSGIN in (0,8)) and VHGAZEPAL ? blank",n/a,n/a,Error,Yes,Missingness,No,
B8,I,VHGAZEPAL,VHGAZEPAL must conform,VHGAZEPAL must be between 0-1 or = 8,Q4o. VHGAZEPAL (vert/horiz gaze palsy) must be an integer between 0 and 1 or equal 8,If VHGAZEPAL < 0 or VHGAZEPAL > 1 and ? 8,n/a,n/a,Error,Yes,Conformity,No,
B8,I,DYSARTH,DYSARTH conditionally present,If OTHERSIGN = 1 then DYSARTH cannot be blank,If Q4. OTHERSIGN (cortical or other signs) = 1 then Q4p. DYSARTH (dysarthria) cannot be blank,If OTHERSIGN = 1 and DYSARTH = blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,DYSARTH,DYSARTH conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSIGN = 0,8 then DYSARTH must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q4. OTHERSIGN (cortical or other signs) = 0 or 8 then Q4p. DYSARTH (dysarthria) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSGIN in (0,8)) and DYSARTH ? blank",n/a,n/a,Error,Yes,Missingness,No,
B8,I,DYSARTH,DYSARTH must conform,DYSARTH must be between 0-1 or = 8 ,Q4p. DYSARTH (dysarthria) must be an integer between 0 and 1 or equal 8,If DYSARTH < 0 or DYSARTH > 1 and ? 8,n/a,n/a,Error,Yes,Conformity,No,
B8,I,APRAXSP,APRAXSP conditionally present,If OTHERSIGN = 1 then APRAXSP cannot be blank,If Q4. OTHERSIGN = 1 the Q4q. APRAXSP (apraxia of speech) cannot be blank,If OTHERSIGN = 1 and APRAXSP = blank,n/a,n/a,Error,Yes,Missingness,Yes,
B8,I,APRAXSP,APRAXSP conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSIGN = 0,8 then APRAXSP must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q4. OTHERSIGN (cortical or other signs) = 0 or 8 then Q4q. APRAXSP (apraxia of speech) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or OTHERSGIN in (0,8)) and APRAXSP ? blank",n/a,n/a,Error,Yes,Missingness,No,
B8,I,APRAXSP,APRAXSP must conform,APRAXSP must be between 0-1 or =8,Q4q. APRAXSP (apraxia of speech) must be an integer between 0 and 1 or equal 8,If APRAXSP < 0 or APRAXSP > 1 and ? 8,n/a,n/a,Error,Yes,Conformity,Yes,
B8,I,GAITABN,GAITABN conditionally present,If NORMNREXAM = 1 then GAITABN cannot be blank,If Q2. NORMNREXAM (abnormal exam findings?) = 1 then  Q5. GAITABN (abnormal gait?) cannot be blank,If NORMNREXAM = 1 and GAITABN = blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,GAITABN,GAITABN conditionally blank,If NEUREXAM = 0 or NORMNREXAM = 0 then GAITABN must be blank,If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 then  Q5. GAITABN (abnormal gait?) must be blank,If (NEUREXAM = 0 or NORMNREXAM = 0) and GAITABN ? blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,GAITABN,GAITABN must conform,GAITABN must be between 0-1 or = 8,Q5. GAITABN must be an integer between 0 and 1 or equal 8,If GAITABN < 0 or GAITABN > 1 and ? 8,n/a,n/a,Error,Yes,Conformity,No,
B8,I,GAITFIND,GAITFIND conditionally present,If GAITABN = 1 then GAITFIND cannot be blank,If Q5. GAITABN (abnormal gait?) = 1 then  Q5a. GAITFIND (Gait finding) cannot be blank,If GAITABN = 1 and GAITFIND = blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,GAITFIND,GAITFIND conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or GAITABN = 0,8 then GAITFIND must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q5. GAITABN (abnormal gait?) = 0 or 8 then Q5a1. GAITFIND (Gait finding) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or GAITABN in (0,8)) and GAITFIND ? blank",n/a,n/a,Error,Yes,Missingness,No,
B8,I,GAITFIND,GAITFIND conforms,GAITFIND must be between 1-7,Q5a. GAITFIND (Gait finding) must be an integer between 1 and 7,If GAITFIND <1 or GAITFIND >7,n/a,n/a,Error,Yes,Conformity,No,
B8,I,GAITOTHRX,GAITOTHRX conditionally present,If GAITFIND=7 then GAITOTHRX cannot be blank,If Q5a. GAITOTHR (Other gait) = 7 (Other) then Q5a1 GAITOTHRX (Other gait: Specify) cannot be blank,If GAITFIND=7 and GAITOTHRX= blank,n/a,n/a,Error,Yes,Missingness,No,
B8,I,GAITOTHRX,GAITOTHRX conditionally blank,"If NEUREXAM = 0 or NORMNREXAM = 0 or GAITABN = 0,8 or GAITFIND ? 7 then GAITOTHRX must be blank",If Q1. NEUREXAM (which of the following was completed?) = 0 or Q2. NORMNREXAM (abnormal exam findings?) = 0 or  Q5. GAITABN (abnormal gait?) = 0 or 8 or Q5a. GAITFIND (Gait finding) ? 7 then Q5a1 GAITOTHRX (Other gait: Specify) must be blank,"If (NEUREXAM = 0 or NORMNREXAM = 0 or GAITABN in (0,8) or GAITFIND ? 7) and GAITOTHRX ? blank",n/a,n/a,Error,Yes,Missingness,No,
,,,,,,,,,,,,,
Plausibility checks,,,,,,,,,,,,,
B8,I,Variable,Error_alert test name,Short test Description (English),Full test Description (English),Test Description Logic,Form(s) compared in test,Variable(s) compared in test,Error or alert?,Can be done in REDCap?,Type of test,Were these variables_concepts previous versions of UDS?,Question(s) for domain experts
B8,I,PARKSIGN,If PARKSIGN=1 then at least one Parkinsonian sign must be present,If PARKSIGN=1 then at least one of the following must be >0  (SLOWINGFM TREMREST TREMPOST TREMKINE RIGIDARM RIGIDLEG DYSTARM DYSTLEG CHOREA AMPMOTOR AXIALRIG POSTINST MASKING STOOPED),"If Q3. PARKSIGN (Parkinsonian signs?) =1 then at least one of the following questions must be >0  (Q3a. SLOWINGFM, Q3b. TREMREST, Q3c. TREMPOST, Q3d. TREMKINE, Q3e. RIGIDARM, Q3f. RIGIDLEG, Q3g. DYSTARM, Q3h. DYSTLEG, Q3i. CHOREA , Q3j.AMPMOTOR, Q3k. AXIALRIG, Q3l. POSTINST, Q3m. MASKING, Q3n. STOOPED)",If PARKSIGN=1 and (SLOWINGFM=0 and TREMREST=0 and TREMPOST=0 and TREMKINE=0 and RIGIDARM=0 and RIGIDLEG=0 and DYSTARM=0 and DYSTLEG=0 and CHOREA=0 and AMPMOTOR=0 and AXIALRIG=0 and POSTINST=0 and MASKING=0 and STOOPED=0),B8,PARKSIGN SLOWINGFM TREMREST TREMPOST TREMKINE RIGIDARM RIGIDLEG DYSTARM DYSTLEG CHOREA AMPMOTOR AXIALRIG POSTINST MASKING STOOPED,Alert,?,Plausibility,No,
B8,I,PARKSIGN,If PARKSIGN=1 then at least one Parkinsonian sign must be assessed,If PARKSIGN=1 then at least one of the following must be <8  (SLOWINGFM TREMREST TREMPOST TREMKINE RIGIDARM RIGIDLEG DYSTARM DYSTLEG CHOREA AMPMOTOR AXIALRIG POSTINST MASKING STOOPED),"If Q3. PARKSIGN (Parkinsonian signs?) =1 then at least one of the following questions must be <8  (Q3a. SLOWINGFM, Q3b. TREMREST, Q3c. TREMPOST, Q3d. TREMKINE, Q3e. RIGIDARM, Q3f. RIGIDLEG, Q3g. DYSTARM, Q3h. DYSTLEG, Q3i. CHOREA , Q3j.AMPMOTOR, Q3k. AXIALRIG, Q3l. POSTINST, Q3m. MASKING, Q3n. STOOPED)",If PARKSIGN=1 and (SLOWINGFM=8 and TREMREST=8 and TREMPOST=8 and TREMKINE=8 and RIGIDARM=8 and RIGIDLEG=8 and DYSTARM=8 and DYSTLEG=8 and CHOREA=8 and AMPMOTOR=8 and AXIALRIG=8 and POSTINST=8 and MASKING=8 and STOOPED=8),B8,PARKSIGN SLOWINGFM TREMREST TREMPOST TREMKINE RIGIDARM RIGIDLEG DYSTARM DYSTLEG CHOREA AMPMOTOR AXIALRIG POSTINST MASKING STOOPED,Alert,?,Plausibility,No,
B8,I,PARKSIGN,Parkinsionian signs compared to Form A5/D2 Parksinson's disease,If PARKSIGN=1 then PD should =1 ,"If Q3. PARKSIGN (Parkinsonian signs?) =1 then Form A5, Q4a. PD (Parkinson's disease) should = 1 ",If PARKSIGN=1 and PD?1 ,A5/D2,"PARKSIGN, PD",Alert,?,Plausibility,No,
B8,I,PARKSIGN,Parkinsionian signs compared to Form A5/D2 Other parkinsonism disorder,If PARKSIGN=1 then PDOTHR should =1 ,"If Q3. PARKSIGN (Parkinsonian signs?) =1 then Form A5, Q4b. PDOTHR (Other parkinsonism disorder) should = 1 ",If PARKSIGN=1 and PDOTHR?1 ,A5/D2,"PARKSIGN, PDOTHR",Alert,?,Plausibility,No,
B8,I,OTHERSIGN,If OTHERCORT=1 then at least one Cortical/Pyramidal/Other sign must be present,If OTHERSIGN=1 then at least one of the following must be >0  (LIMBAPRAX UMNDIST LMNDIST VFIELDCUT LIMBATAX MYOCLON UNISOMATO APHASIA ALIENLIMB HSPATNEG PSPOAGNO SMTAGNO OPTICATAX APRAXGAZE VHGAZEPAL DYSARTH APRAXSP),"If Q4. OTHERSIGN (cortical or other signs?) =1 then at least one of the following questions must be >0  (Q4a. LIMBAPRAX, Q4b. UMNDIST, Q4c. LMNDIST, Q4d. VFIELDCUT, Q4e. LIMBATAX, Q4f. MYOCLON, Q4g. UNISOMATO, Q4h. APHASIA, Q4i. ALIENLIMB, Q4j. HSPATNEG, Q4k. PSPOAGNO, Q4l. SMTAGNO, Q4m. OPTICATAX, Q4n. APRAXGAZE, Q4o. VHGAZEPAL, Q4p. DYSARTH, Q4q. APRAXSP)",If OTHERSIGN=1 and (LIMBAPRAX=0 and UMNDIST=0 and LMNDIST=0 and VFIELDCUT=0 and LIMBATAX=0 and MYOCLON=0 and UNISOMATO=0 and APHASIA=0 and ALIENLIMB=0 and HSPATNEG=0 and PSPOAGNO=0 and SMTAGNO=0 and OPTICATAX=0 and APRAXGAZE=0 and VHGAZEPAL=0 and DYSARTH=0 and APRAXSP=0),B8,OTHERSIGN LIMBAPRAX UMNDIST LMNDIST VFIELDCUT LIMBATAX MYOCLON UNISOMATO APHASIA ALIENLIMB HSPATNEG PSPOAGNO SMTAGNO OPTICATAX APRAXGAZE VHGAZEPAL DYSARTH APRAXSP,Alert,?,Plausibility,No,
B8,I,OTHERSIGN,If OTHERCORT=1 then at least one Cortical/Pyramidal/Other sign must be assessed,If OTHERSIGN=1 then at least one of the following must be <8  (LIMBAPRAX UMNDIST LMNDIST VFIELDCUT LIMBATAX MYOCLON UNISOMATO APHASIA ALIENLIMB HSPATNEG PSPOAGNO SMTAGNO OPTICATAX APRAXGAZE VHGAZEPAL DYSARTH APRAXSP),"If Q4. OTHERSIGN (cortical or other signs?) =1 then at least one of the following questions must be <8  (Q4a. LIMBAPRAX, Q4b. UMNDIST, Q4c. LMNDIST, Q4d. VFIELDCUT, Q4e. LIMBATAX, Q4f. MYOCLON, Q4g. UNISOMATO, Q4h. APHASIA, Q4i. ALIENLIMB, Q4j. HSPATNEG, Q4k. PSPOAGNO, Q4l. SMTAGNO, Q4m. OPTICATAX, Q4n. APRAXGAZE, Q4o. VHGAZEPAL, Q4p. DYSARTH, Q4q. APRAXSP)",If OTHERSIGN=1 and (LIMBAPRAX=8 and UMNDIST=8 and LMNDIST=8 and VFIELDCUT=8 and LIMBATAX=8 and MYOCLON=8 and UNISOMATO=8 and APHASIA=8 and ALIENLIMB=8 and HSPATNEG=8 and PSPOAGNO=8 and SMTAGNO=8 and OPTICATAX=8 and APRAXGAZE=8 and VHGAZEPAL=8 and DYSARTH=8 and APRAXSP=8),B8,OTHERSIGN LIMBAPRAX UMNDIST LMNDIST VFIELDCUT LIMBATAX MYOCLON UNISOMATO APHASIA ALIENLIMB HSPATNEG PSPOAGNO SMTAGNO OPTICATAX APRAXGAZE VHGAZEPAL DYSARTH APRAXSP,Alert,?,Plausibility,No,
B8,I,Form B3,Note- copied from Form B3,,,,,,,,,,
B8,I,"TRESTRHD, TREMREST",TRESTRHD compared to TREMREST,"If TRESTRHD = 0 (absent) TREMREST should not be 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)","Q3b. TRESTRHD (tremor at rest - right hand) = 0 (absent) but Form B8 Q3b. TREMREST (limb tremor at rest) = 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)",If TRESTRHD = 0 and TREMREST = 1-3,"B3, B8","TRESTRHD, TREMREST",Alert,No,Plausibility,Yes,"Are limb tremors and extremity tremors considered the same (ex. hand and arm, foot and leg)?"
B8,I,"TRESTLHD, TREMREST",TRESTLHD compared to TREMREST,"If TRESTLHD = 0 (absent) TREMREST should not be 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)","Q3c. TRESTLHD (tremor at rest - left hand) = 0 (absent) but Form B8 Q3b. TREMREST (limb tremor at rest) = 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)",If TRESTLHD = 0 and TREMREST = 1-3,"B3, B8","TRESTLHD, TREMREST",Alert,No,Plausibility,Yes,"Are limb tremors and extremity tremors considered the same (ex. hand and arm, foot and leg)?"
B8,I,"TRESTRFT, TREMREST",TRESTRFT compared to TREMREST,"If TRESTRFT = 0 (absent) TREMREST should not be 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)","Q3d. TRESTRFT (tremor at rest - right foot) = 0 (absent) but Form B8 Q3b. TREMREST (limb tremor at rest) = 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)",If TRESTRFT = 0 and TREMREST = 1-3,"B3, B8","TRESTRFT, TREMREST",Alert,No,Plausibility,Yes,"Are limb tremors and extremity tremors considered the same (ex. hand and arm, foot and leg)?"
B8,I,"TRESTLFT, TREMREST",TRESTLFT compared to TREMREST,"If TRESTLFT = 0 (absent) TREMREST should not be 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)","Q3e. TRESTLFT (tremor at rest - left foot) = 0 (absent) but Form B8 Q3b. TREMREST (limb tremor at rest) = 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)",If TRESTLFT = 0 and TREMREST = 1-3,"B3, B8","TRESTLFT, TREMREST",Alert,No,Plausibility,Yes,"Are limb tremors and extremity tremors considered the same (ex. hand and arm, foot and leg)?"
B8,I,"TRACTRHD, TREMKINE",TRACTRHD compared to TREMKINE,"If TRACTRHD = 0 (absent) TREMKINE should not be 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)","Q4a. TRACTRHD (action tremor - right hand) = 0 (absent) but Form B8 Q3d. TREMKINE (limb tremor - kinetic) = 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)",If TRACTRHD = 0 and TREMKINE = 1-3,"B3, B8","TRACTRHD, TREMKINE",Alert,No,Plausibility,Yes,
B8,I,"TRACTLHD, TREMKINE",TRACTLHD compared to TREMKINE,"If TRACTLHD = 0 (absent) TREMKINE should not be 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)","Q4b. TRACTLHD (action tremor - left hand) = 0 (absent) but Form B8 Q3d. TREMKINE (limb tremor - kinetic) = 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)",If TRACTLHD = 0 and TREMKINE = 1-3,"B3, B8","TRACTLHD, TREMKINE",Alert,No,Plausibility,Yes,
B8,I,"RIGDUPRT, RIGIDARM",RIGDUPRT compared to RIGIDARM,"If RIGDUPRT = 0 (absent) RIGIDARM should not be 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)","Q5b. RIGDUPRT (rigidity - right upper extremity) = 0 (absent) but Form B8 Q3e. RIGIDARM (limb rigidity - arm) = 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)",If RIGDUPRT = 0 and RIGIDARM = 1-3,"B3,B8","RIGDUPRT, RIGIDARM",Alert,No,Plausibility,Yes,
B8,I,"RIGDUPLF, RIGIDARM",RIGDUPLF compared to RIGIDARM,"If RIGDUPLF = 0 (absent) RIGIDARM should not be 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)","Q5c. RIGDUPLF (rigidity - left upper extremity) = 0 (absent) but Form B8 Q3e. RIGIDARM (limb rigidity - arm) = 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)",If RIGDUPLF = 0 and RIGIDARM = 1-3,"B3, B8","RIGDUPLF, RIGIDARM",Alert,No,Plausibility,Yes,
B8,I,"RIGDLORT, RIGIDLEG",RIGDLORT compared to RIGIDLEG,"If RIGDLORT = 0 (absent) RIGIDLEG should not be 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)","Q5d. RIGDLORT (rigidity - right lower extremity) = 0 (absent) but Form B8 Q3f. RIGIDLEG (limb rigidity - leg) = 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)",If RIGDLORT = 0 and RIGIDLEG = 1-3,"B3, B8","RIGDLORT, RIGIDLEG",Alert,No,Plausibility,Yes,
B8,I,"RIGDLOLF, RIGIDLEG",RIGDLOLF compared to RIGIDLEG,"If RIGDLOLF = 0 (absent) RIGIDLEG should not be 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)","Q5e. RIGDLOLF (rigidity - left lower extremity) = 0 (absent) but Form B8 Q3f. RIGIDLEG (limb rigidity - leg) = 1-3 (focal/unilateral, bilateral/symmetric, bilateral/asymmetric)",If RIGDLOLF = 0 and RIGIDLEG = 1-3,"B3, B8","RIGDLOLF, RIGIDLEG",Alert,No,Plausibility,Yes,
B8,I,"POSTURE, POSTINST",POSTURE compared to POSTINST,If POSTURE = 0 (absent) POSTINST should not be 1 (present),Q11. POSTURE (Posture) = 0 (absent) but Form B8 Q3l. POSTINST (postural instability) = 1 (present),If POSTURE = 0 and POSTINST = 1,"B3, B8","POSTURE, POSTINST",Alert,No,Plausibility,Yes,
,,Plausibility checks aginst form D1a and D1b to come when these forms are finalized,,,,,,,,,,,
