form_name,question,var_name,missingness,conformity,response_labels,data_type,branching_logic
np,19b. Multiple system atrophy,NPPDXB,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,19c. Prion disease,NPPDXC,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,"19d. Trinucleotide disease (Huntington disease, SCA, other)",NPPDXD,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,19e. Malformation of cortical development,NPPDXE,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,19f. Metabolic/storage disorder of any type,NPPDXF,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,"19g. WM disease, leukodystrophy",NPPDXG,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,"19h. WM disease, multiple sclerosis or other demyelinating disease",NPPDXH,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,"19i. Contusion/traumatic brain injury of any type, acute",NPPDXI,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,"19j. Contusion/traumatic brain injury of any type, Chronic",NPPDXJ,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,"19k. Neoplasm, primary",NPPDXK,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,"19l. Neoplasm, metastatic",NPPDXL,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,"19m. Infectious process of any type (encephalitis, abscess, etc.)",NPPDXM,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,"19n. Herniation, any site",NPPDXN,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,19o. Trisomy 21/Down syndrome,NPPDXO,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,19p. AD-related genes,NPPDXP,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,19q. FTLD-related genes,NPPDXQ,Always,"Integers 0-1, 8, 9","0, No | 1, Yes | 8, Not assessed | 9, Missing/unknown",Integer,
np,19r. First other pathologic diagnosis,NPPDXR,Always,Integers 0-1,"0, No | 1, Yes",Integer,
np,19r1. First other pathologic diagnosis - specify,NPPDXRX,Conditional,Any text,,String,"Blank if #19r, NPPDXR, = 0 (No)"
np,19s. Second other pathologic diagnosis,NPPDXS,Always,Integers 0-1,"0, No | 1, Yes",Integer,
np,19s1. Second other pathologic diagnosis - specify,NPPDXSX,Conditional,Any text,,String,"Blank if #19s, NPPDXS, = 0 (No)"
np,19t. Third other pathologic diagnosis,NPPDXT,Always,Integers 0-1,"0, No | 1, Yes",Integer,
np,19t1. Third other pathologic diagnosis - specify,NPPDXTX,Conditional,Any text,,String,"Blank if #19t, NPPDXT, = 0 (No)"
np,20a. Banked frozen brain or half brain,NPBNKA,Always,"Integers 0-1, 9","0, No | 1, Yes | 9, Missing/unknown",Integer,
np,20b. Banked frozen wedge of cerebellum or other sample for future DNA prep,NPBNKB,Always,"Integers 0-1, 9","0, No | 1, Yes | 9, Missing/unknown",Integer,
np,20c. Formalin- or paraformaldehyde-fixed brain,NPBNKC,Always,"Integers 0-1, 9","0, No | 1, Yes | 9, Missing/unknown",Integer,
np,20d. Paraffin-embedded blocks of brain regions,NPBNKD,Always,"Integers 0-1, 9","0, No | 1, Yes | 9, Missing/unknown",Integer,
np,20e. Banked postmortem CSF,NPBNKE,Always,"Integers 0-1, 9","0, No | 1, Yes | 9, Missing/unknown",Integer,
np,20f. Banked postmortem blood or serum,NPBNKF,Always,"Integers 0-1, 9","0, No | 1, Yes | 9, Missing/unknown",Integer,
np,20g. Banked DNA,NPBNKG,Always,"Integers 0-1, 9","0, No | 1, Yes | 9, Missing/unknown",Integer,
np,20h. Full autopsy performed,NPFAUT,Always,"Integers 0-1, 9","0, No | 1, Yes | 9, Missing/unknown",Integer,
np,"20h1. If full autopsy, first major finding",NPFAUT1,Conditional,Any text,,String,"Blank if #20h, NPFAUT, ne 1 (Yes)"
np,"20h2. If full autopsy, second major finding",NPFAUT2,Conditional,Any text,,String,"Blank if #20h, NPFAUT, ne 1 (Yes)"
np,"20h3. If full autopsy, third major finding",NPFAUT3,Conditional,Any text,,String,"Blank if #20h, NPFAUT, ne 1 (Yes)"
np,"20h4. If full autopsy, fourth major finding",NPFAUT4,Conditional,Any text,,String,"Blank if #20h, NPFAUT, ne 1 (Yes)"
np,21. Form version,FORMVER,Always,11,"11, 11",Numeric,
