error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
e2l-lbdivp-m-079,79,Error,e2l,IL,LBIFPMAN,Missingness,LBIFPMAN conditionally present,"If LBIFPAVL = 1, LBIFPMAN cannot be blank","If Q2f. LBIFPAVL (FDG-PET available for sharing?) = 1 (Yes), Q2i. LBIFPMAN (Scan manufacturer) cannot be blank",If LBIFPAVL = 1 and LBIFPMAN = blank,,"LBIFPAVL, LBIFPMAN",,,
e2l-lbdivp-m-080,80,Error,e2l,IL,LBIFPMAN,Missingness,LBIFPMAN conditionally blank,"If LBIFPAVL ne 1, LBIFPMAN must be blank","If Q2f. LBIFPAVL not = 1, Q2i. LBIFPMAN (Scan manufacturer) must be blank",If LBIFPAVL ne 1 and LBIFPMAN not = blank,,"LBIFPAVL, LBIFPMAN",,,
e2l-lbdivp-c-081,81,Error,e2l,IL,LBIFPMAN,Conformity,LBIFPMAN conforms,LBIFPMAN must be an integer between 1-4 or 9,Q2i. LBIFPMAN (Scan manufacturer) must be an integer between 1-4 or 9,LBIFPMAN < 1 or LBIFPADN > 4 and not = 9,,"LBIFPMAN, LBIFPADN",,,
e2l-lbdivp-m-082,82,Error,e2l,IL,LBIFPOM,Missingness,LBIFPOM conditionally present,"If LBIFPMAN = 4, LBIFPOM cannot be blank","If Q2i. LBIFPMAN (Scan manufacturer) = 4 (Other), Q2i1. LBIFPOM (Other manufacturer) cannot be blank",If LBIFPMAN = 4 and LBIFPOM = blank,,"LBIFPMAN, LBIFPOM",,,
e2l-lbdivp-m-083,83,Error,e2l,IL,LBIFPOM,Missingness,LBIFPOM conditionally blank,"If LBIFPMAN ne 4, LBIFPOM must be blank","If Q2i. LBIFPMAN (Scan manufacturer) is not 4, Q2i1. LBIFPOM (Other manufacturer) must be blank",If LBIFPMAN ne 4 and LBIFPOM not = blank,,"LBIFPMAN, LBIFPOM",,,
e2l-lbdivp-m-084,84,Error,e2l,IL,LBIAPET,Missingness,LBIAPET must be present,LBIAPET cannot be blank,Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) cannot be blank,If LBIAPET = blank,,,,,
e2l-lbdivp-c-085,85,Error,e2l,IL,LBIAPET,Conformity,LBIAPET conforms,LBIAPET must be an integer between 0-1,Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) must be an integer between 0-1,LBIAPET < 0 or LBIAPET > 1,,,,,
e2l-lbdivp-m-086,86,Error,e2l,IL,LBIAPMO,Missingness,LBIAPMO conditionally present,"If LBIAPET = 1, LBIAPMO cannot be blank","If Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) = 1 (Yes), Q3a1. LBIAPMO (Date of most recent scan - month) cannot be blank",If LBIAPET= 1 and LBIAPMO = blank,,"LBIAPET, LBIAPMO",,,
e2l-lbdivp-m-087,87,Error,e2l,IL,LBIAPMO,Missingness,LBIAPMO conditionally blank,"If LBIAPET = 0, LBIAPMO must be blank","If Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) = 0 (No), Q3a1. LBIAPMO (Date of most recent scan - month) must be blank",If LBIAPET = 0 and LBIAPMO not = blank,,"LBIAPET, LBIAPMO",,,
e2l-lbdivp-c-088,88,Error,e2l,IL,LBIAPMO,Conformity,LBIAPMO conforms,LBIAPMO must be an integer between 1-12,Q3a1. LBIAPMO (Date of most recent scan - month) must be an integer between 1-12,LBIAPMO < 1 or LBIAPMO > 12,,,,,
e2l-lbdivp-m-089,89,Error,e2l,IL,LBIAPDY,Missingness,LBIAPDY conditionally present,"If LBIAPET = 1, LBIAPDY cannot be blank","If Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) = 1 (Yes), Q3a2. LBIAPDY (Date of most recent scan - day) cannot be blank",If LBIAPET= 1 and LBIAPDY = blank,,"LBIAPET, LBIAPDY",,,
e2l-lbdivp-m-090,90,Error,e2l,IL,LBIAPDY,Missingness,LBIAPDY conditionally blank,"If LBIAPET = 0, LBIAPDY must be blank","If Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) = 0 (No), Q3a2. LBIAPDY (Date of most recent scan - day) must be blank",If LBIAPET = 0 and LBIAPDY not = blank,,"LBIAPET, LBIAPDY",,,
e2l-lbdivp-c-091,91,Error,e2l,IL,LBIAPDY,Conformity,LBIAPDY conforms,LBIAPDY must be an integer between 1-31 or 99,Q3a2. LBIAPDY (Date of most recent scan - day) must be an integer between 1-31 or 99,LBIAPDY < 1 or LBIAPDY > 31 and not = 99,,,,,
e2l-lbdivp-m-092,92,Error,e2l,IL,LBIAPYR,Missingness,LBIAPYR conditionally present,"If LBIAPET = 1, LBIAPYR cannot be blank","If Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) = 1 (Yes), Q3a3. LBIAPYR (Date of most recent scan - year) cannot be blank",If LBIAPET= 1 and LBIAPYR = blank,,"LBIAPET, LBIAPYR",,,
e2l-lbdivp-m-093,93,Error,e2l,IL,LBIAPYR,Missingness,LBIAPYR conditionally blank,"If LBIAPET = 0, LBIAPYR must be blank","If Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) = 0 (No), Q3a3. LBIAPYR (Date of most recent scan - year) must be blank",If LBIAPET = 0 and LBIAPYR not = blank,,"LBIAPET, LBIAPYR",,,
e2l-lbdivp-c-094,94,Error,e2l,IL,LBIAPYR,Conformity,LBIAPYR conforms,LBIAPYR must be an integer between 2000 and current year,Q3a3. LBIAPYR (Date of most recent scan - year) must be an integer between 2000 and current year,LBIAPYR < 2000 or LBIAPYR > current year,,,,,
e2l-lbdivp-m-095,95,Error,e2l,IL,LBIAPQAV,Missingness,LBIAPQAV conditionally present,"If LBIAPET = 1, LBIAPQAV cannot be blank","If Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) = 1 (Yes), Q3b. LBIAPQAV (Results of quantitative image analysis available?) cannot be blank",If LBIAPET = 1 and LBIAPQAV = blank,,"LBIAPET, LBIAPQAV",,,
e2l-lbdivp-m-096,96,Error,e2l,IL,LBIAPQAV,Missingness,LBIAPQAV conditionally blank,"If LBIAPET = 0, LBIAPQAV must be blank","If Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) = 0 (No), Q3b. LBIAPQAV (Results of quantitative image analysis available?) must be blank",If LBIAPET = 0 and LBIAPQAV not = blank,,"LBIAPET, LBIAPQAV",,,
e2l-lbdivp-c-097,97,Error,e2l,IL,LBIAPQAV,Conformity,LBIAPQAV conforms,LBIAPQAV must be an integer between 0-1 or 9,Q3b. LBIAPQAV (Results of quantitative image analysis available?) must be an integer between 0-1 or 9,LBIAPQAV < 0 or LBIAPQAV > 1 and not = 9,,,,,
e2l-lbdivp-m-098,98,Error,e2l,IL,LBIAPAVL,Missingness,LBIAPAVL conditionally present,"If LBIAPET = 1, LBIAPAVL cannot be blank","If Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) = 1 (Yes), Q3c. LBIAPAVL (Amyloid PET available for sharing?) cannot be blank",If LBIAPET = 1 and LBIAPAVL = blank,,"LBIAPET, LBIAPAVL",,,
e2l-lbdivp-m-099,99,Error,e2l,IL,LBIAPAVL,Missingness,LBIAPAVL conditionally blank,"If LBIAPET = 0, LBIAPAVL must be blank","If Q3. LBIAPET (At least one amyloid PET obtained during current or previous evaluation?) = 0 (No), Q3c. LBIAPAVL (Amyloid PET available for sharing?) must be blank",If LBIAPET = 0 and LBIAPAVL not = blank,,"LBIAPET, LBIAPAVL",,,
e2l-lbdivp-c-100,100,Error,e2l,IL,LBIAPAVL,Conformity,LBIAPAVL conforms,LBIAPAVL must be an integer between 0-1 or 9,Q3c. LBIAPAVL (Amyloid PET available for sharing?) must be an integer between 0-1 or 9,LBIAPAVL < 0 or LBIAPAVL > 1 and not = 9,,,,,
e2l-lbdivp-m-101,101,Error,e2l,IL,LBIAPDCM,Missingness,LBIAPDCM conditionally present,"If LBIAPAVL = 1, LBIAPDCM cannot be blank","If Q3c. LBIAPAVL (Amyloid PET available for sharing?) = 1 (Yes), Q3d. LBIAPDCM (Is it in DICOM or other electronic format?) cannot be blank",If LBIAPAVL = 1 and LBIAPDCM = blank,,"LBIAPAVL, LBIAPDCM",,,
e2l-lbdivp-m-102,102,Error,e2l,IL,LBIAPDCM,Missingness,LBIAPDCM conditionally blank,"If LBIAPAVL ne 1, LBIAPDCM must be blank","If LBIAPAVL (Amyloid PET available for sharing?) not = 1, Q3d. LBIAPDCM (Is it in DICOM or other electronic format?) must be blank",If LBIAPAVL ne 1 and LBIAPDCM not = blank,,"LBIAPAVL, LBIAPDCM",,,
e2l-lbdivp-c-103,103,Error,e2l,IL,LBIAPDCM,Conformity,LBIAPDCM conforms,LBIAPDCM must be an integer between 0-1 or 9,Q3d. LBIAPDCM (Is it in DICOM or other electronic format?) must be an integer between 0-1 or 9,LBIAPDCM < 0 or LBIAPDCM > 1 and not = 9,,,,,
e2l-lbdivp-m-104,104,Error,e2l,IL,LBIAPFMT,Missingness,LBIAPFMT conditionally present,"If LBIAPDCM = 1, LBIAPFMT cannot be blank","If Q3d. LBIAPDCM (Is it in DICOM or other electronic format?) = 1 (Yes), Q3d1. LBIAPFMT (Specify format) cannot be blank",If LBIAPDCM = 1 and LBIAPFMT = blank,,"LBIAPDCM, LBIAPFMT",,,
e2l-lbdivp-m-105,105,Error,e2l,IL,LBIAPFMT,Missingness,LBIAPFMT conditionally blank,"If LBIAPDCM ne 1, LBIAPFMT must be blank","If Q3d. LBIAPDCM (Is it in DICOM or other electronic format?) not = 1, Q3d1. LBIAPFMT (Specify format) must be blank",If LBIAPDCM ne 1 and LBIAPFMT not = blank,,"LBIAPDCM, LBIAPFMT",,,
e2l-lbdivp-m-106,106,Error,e2l,IL,LBIAPLIG,Missingness,LBIAPLIG conditionally present,"If LBIAPAVL = 1, LBIAPLIG cannot be blank","If Q3c. LBIAPAVL (Amyloid PET available for sharing?) = 1 (Yes), Q3e. LBIAPLIG (Ligand used) cannot be blank",If LBIAPAVL = 1 and LBIAPLIG = blank,,"LBIAPAVL, LVIAPLIG",,,
e2l-lbdivp-m-107,107,Error,e2l,IL,LBIAPLIG,Missingness,LBIAPLIG conditionally blank,"If LBIAPAVL ne 1, LBIAPLIG must be blank","If Q3c. LBIAPAVL not = 1, Q3e. LBIAPLIG (Ligand used) must be blank",If LBIAPAVL ne 1 and LBIAPLIG not = blank,,"LBIAPAVL, LVIAPLIG",,,
e2l-lbdivp-c-108,108,Error,e2l,IL,LBIAPLIG,Conformity,LBIAPLIG conforms,LBIAPLIG must be an integer between 1-4 or 9,Q3e. LBIAPLIG (Ligand used) must be an integer between 1-4 or 9,LBIAPLIG < 1 or LBIAPLIG > 4 and not = 9,,,,,
e2l-lbdivp-m-109,109,Error,e2l,IL,LBIAPOL,Missingness,LBIAPOL conditionally present,"If LBIAPLIG = 4, LBIAPOL cannot be blank","If Q3e. LBIAPLIG (Ligand used) = 4 (Other), Q3e1. LBIAPOL (Other ligand) cannot be blank",If LBIAPLIG = 4 and LBIAPOL = blank,,"LBIAPLIG, LBIAPOL",,,
e2l-lbdivp-m-110,110,Error,e2l,IL,LBIAPOL,Missingness,LBIAPOL conditionally blank,"If LBIAPLIG ne 4, LBIAPOL must be blank","If Q3e. LBIAPLIG (Ligand used) not = 4, Q3e1. LBIAPOL (Other ligand) must be blank",If LBIAPLIG ne 4 and LBIAPOL not = blank,,"LBIAPLIG, LBIAPOL",,,
e2l-lbdivp-m-111,111,Error,e2l,IL,LBIAPADN,Missingness,LBIAPADN conditionally present,"If LBIAPAVL = 1, LBIAPADN cannot be blank","If Q3c. LBIAPAVL (Amyloid PET available for sharing?) = 1 (Yes), Q3f. LBIAPADN (ADNI protocol used?) cannot be blank",If LBIAPAVL = 1 and LBIAPADN = blank,,"LIBAPAVL, LIBAPADN",,,
e2l-lbdivp-m-112,112,Error,e2l,IL,LBIAPADN,Missingness,LBIAPADN conditionally blank,"If LBIAPAVL ne 1, LBIAPADN must be blank","If Q3c. LBIAPAVL not = 1, Q3f. LBIAPADN (ADNI protocol used?) must be blank",If LBIAPAVL ne 1 and LBIAPADN not = blank,,"LIBAPAVL, LIBAPADN",,,
e2l-lbdivp-c-113,113,Error,e2l,IL,LBIAPADN,Conformity,LBIAPADN conforms,LBIAPADN must be an integer between 0-1 or 9,Q3f. LBIAPADN (ADNI protocol used) must be an integer between 0-1 or 9,LBIAPADN < 0 or LBIAPADN > 1 and not = 9,,,,,
e2l-lbdivp-m-114,114,Error,e2l,IL,LBIAPVER,Missingness,LBIAPVER conditionally present,"If LBIAPADN = 1, LBIAPVER cannot be blank","If Q3f. LBIAPADN (ADNI protocol used?) = 1 (Yes), Q3f1. LBIAPVER (ADNI version) cannot be blank",If LBIAPADN = 1 and LBIAPVER = blank,,"LBIAPADN, LBIAPVER",,,
e2l-lbdivp-m-115,115,Error,e2l,IL,LBIAPVER,Missingness,LBIAPVER conditionally blank,"If LBIAPADN ne 1, LBIAPVER must be blank","If Q3f. LBIAPADN (ADNI protocol used?) not = 1, Q3f1. LBIAPVER (ADNI version) must be blank",If LBIAPADN ne 1 and LBIAPVER not = blank,,"LBIAPADN, LBIAPVER",,,
e2l-lbdivp-m-116,116,Error,e2l,IL,LBIAPMAN,Missingness,LBIAPMAN conditionally present,"If LBIAPAVL = 1, LBIAPMAN cannot be blank","If Q3c. LBIAPAVL (Amyloid PET available for sharing?) = 1 (Yes), Q3g. LBIAPMAN (Scan manufacturer) cannot be blank",If LBIAPAVL = 1 and LBIAPMAN = blank,,"LBIAPAVL, LBIAPMAN",,,
e2l-lbdivp-m-117,117,Error,e2l,IL,LBIAPMAN,Missingness,LBIAPMAN conditionally blank,"If LBIAPAVL ne 1, LBIAPMAN must be blank","If LBIAPAVL not = 1, Q3g. LBIAPMAN (Scan manufacturer) must be blank",If LBIAPAVL ne 1 and LBIAPMAN not = blank,,"LBIAPAVL, LBIAPMAN",,,
e2l-lbdivp-c-118,118,Error,e2l,IL,LBIAPMAN,Conformity,LBIAPMAN conforms,LBIAPMAN must be an integer between 1-4 or 9,Q3g. LBIAPMAN (Scan manufacturer) must be an integer between 1-4 or 9,LBIAPMAN < 1 or LBIAPMAN > 4 and not = 9,,,,,
e2l-lbdivp-m-119,119,Error,e2l,IL,LBIAPOM,Missingness,LBIAPOM conditionally present,"If LBIAPMAN = 4, LBIAPOM cannot be blank","If Q3g. LBIAPMAN (Scan manufacturer) = 4 (Other), Q3g1. LBIAPOM (Other manufacturer) cannot be blank",If LBIAPMAN = 4 and LBIAPOM = blank,,"LBIAPMAN, LBIAPOM",,,
e2l-lbdivp-m-120,120,Error,e2l,IL,LBIAPOM,Missingness,LBIAPOM conditionally blank,"If LBIAPMAN ne 4, LBIAPOM must be blank","If Q3g. LBIAPMAN (Scan manufacturer) not = 4, Q3g1. LBIAPOM (Other manufacturer) must be blank",If LBIAPMAN ne 4 and LBIAPOM not = blank,,"LBIAPMAN, LBIAPOM",,,
e2l-lbdivp-m-121,121,Error,e2l,IL,LBITPET,Missingness,LBITPET must be present,LBITPET cannot be blank,Q4. LBITPET (At least one tau PET obtained during current or previous evaluation?) cannot be blank,If LBITPET = blank,,,,,
e2l-lbdivp-c-122,122,Error,e2l,IL,LBITPET,Conformity,LBITPET conforms,LBITPET must be an integer between 0-1,Q4. LBITPET (At least one tau PET obtained during current or previous evaluation?) must be an integer between 0-1,LBITPET < 0 or LBIAPET > 1,,,,,
e2l-lbdivp-m-123,123,Error,e2l,IL,LBITPMO,Missingness,LBITPMO conditionally present,"If LBITPET = 1, LBITPMO cannot be blank","If Q4. LBITPET (At least one tau PET obtained during current or previous evaluation?) = 1 (Yes), Q4a1. LBITPMO (Date of most recent scan - month) cannot be blank",If LBITPET= 1 and LBITPMO = blank,,"LBITPET, LBITPMO",,,
e2l-lbdivp-m-124,124,Error,e2l,IL,LBITPMO,Missingness,LBITPMO conditionally blank,"If LBITPET = 0, LBITPMO must be blank","If Q4. LBITPET (At least one tau PET obtained during current or previous evaluation?) = 0 (No), Q4a1. LBITPMO (Date of most recent scan - month) must be blank",If LBITPET = 0 and LBITPMO not = blank,,"LBITPET, LBITPMO",,,
e2l-lbdivp-c-125,125,Error,e2l,IL,LBITPMO,Conformity,LBITPMO conforms,LBITPMO must be an integer between 1-12,Q4a1. LBITPMO (Date of most recent scan - month) must be an integer between 1-12,LBITPMO < 1 or LBITPMO > 12,,,,,
e2l-lbdivp-m-126,126,Error,e2l,IL,LBITPDY,Missingness,LBITPDY conditionally present,"If LBITPET = 1, LBITPDY cannot be blank","If Q4. LBITPET (At least one tau PET obtained during current or previous evaluation?) = 1 (Yes), Q4a2. LBITPDY (Date of most recent scan - day) cannot be blank",If LBITPET= 1 and LBITPDY = blank,,"LBITPET, LBITPDY",,,
e2l-lbdivp-m-127,127,Error,e2l,IL,LBITPDY,Missingness,LBITPDY conditionally blank,"If LBIAPET = 0, LBIAPDY must be blank","If Q4. LBITPET (At least one tau PET obtained during current or previous evaluation?) = 0 (No), Q4a2. LBITPDY (Date of most recent scan - day) must be blank",If LBITPET = 0 and LBITPDY not = blank,,"LBITPET, LBITPDY",,,
e2l-lbdivp-c-128,128,Error,e2l,IL,LBITPDY,Conformity,LBITPDY conforms,LBITPDY must be an integer between 1-31 or 99,Q4a2. LBITPDY (Date of most recent scan - day) must be an integer between 1-31 or 99,LBITPDY < 1 or LBITPDY > 31 and not = 99,,,,,
e2l-lbdivp-m-129,129,Error,e2l,IL,LBITPYR,Missingness,LBITPYR conditionally present,"If LBITPET = 1, LBITPYR cannot be blank","If Q4. LBIAPET (At least one tau PET obtained during current or previous evaluation?) = 1 (Yes), Q4a3. LBITPYR (Date of most recent scan - year) cannot be blank",If LBITPET= 1 and LBITPYR = blank,,"LBITPET, LBITPYR",,,
e2l-lbdivp-m-130,130,Error,e2l,IL,LBITPYR,Missingness,LBITPYR conditionally blank,"If LBITPET = 0, LBITPYR must be blank","If Q4. LBITPET (At least one tau PET obtained during current or previous evaluation?) = 0 (No), Q4a3. LBITPYR (Date of most recent scan - year) must be blank",If LBITPET = 0 and LBITPYR not = blank,,"LBITPET, LBITPYR",,,
e2l-lbdivp-c-131,131,Error,e2l,IL,LBITPYR,Conformity,LBITPYR conforms,LBITPYR must be an integer between 2000 and current year,Q4a3. LBITPYR (Date of most recent scan - year) must be an integer between 2000 and current year,LBITPYR < 2000 or LBITPYR > current year,,,,,
e2l-lbdivp-m-132,132,Error,e2l,IL,LBITPQAV,Missingness,LBITPQAV conditionally present,"If LBITPET = 1, LBITPQAV cannot be blank","If Q4. LBITPET (At least one tau PET obtained during current or previous evaluation?) = 1 (Yes), Q4b. LBITPQAV (Results of quantitative image analysis available?) cannot be blank",If LBITPET = 1 and LBITPQAV = blank,,"LBITPET, LBITPQAV",,,
e2l-lbdivp-m-133,133,Error,e2l,IL,LBITPQAV,Missingness,LBITPQAV conditionally blank,"If LBITPET = 0, LBITPQAV must be blank","If Q4. LBITPET (At least one tau PET obtained during current or previous evaluation?) = 0 (No), Q4b. LBITPQAV (Results of quantitative image analysis available?) must be blank",If LBITPET = 0 and LBITPQAV not = blank,,"LBITPET, LBITPQAV",,,
e2l-lbdivp-c-134,134,Error,e2l,IL,LBITPQAV,Conformity,LBITPQAV conforms,LBITPQAV must be an integer between 0-1 or 9,Q4b. LBITPQAV (Results of quantitative image analysis available?) must be an integer between 0-1 or 9,LBITPQAV < 0 or LBITPQAV > 1 and not = 9,,,,,
e2l-lbdivp-m-135,135,Error,e2l,IL,LBITPAVL,Missingness,LBITPAVL conditionally present,"If LBITPET = 1, LBITPAVL cannot be blank","If Q4. LBITPET (At least one tau PET obtained during current or previous evaluation?) = 1 (Yes), Q4c. LBITPAVL (Tau PET available for sharing?) cannot be blank",If LBITPET = 1 and LBITPAVL = blank,,"LBITPET, LBITPAVL",,,
e2l-lbdivp-m-136,136,Error,e2l,IL,LBITPAVL,Missingness,LBITPAVL conditionally blank,"If LBITPET = 0, LBITPAVL must be blank","If Q4. LBITPET (At least one tau PET obtained during current or previous evaluation?) = 0 (No), Q4c. LBITPAVL (Tau PET available for sharing?) must be blank",If LBITPET = 0 and LBITPAVL not = blank,,"LBITPET, LBITPAVL",,,
e2l-lbdivp-c-137,137,Error,e2l,IL,LBITPAVL,Conformity,LBITPAVL conforms,LBITPAVL must be an integer between 0-1 or 9,Q4c. LBITPAVL (Tau PET available for sharing?) must be an integer between 0-1 or 9,LBITPAVL < 0 or LBITPAVL > 1 and not = 9,,,,,
e2l-lbdivp-m-138,138,Error,e2l,IL,LBITPDCM,Missingness,LBITPDCM conditionally present,"If LBITPAVL = 1, LBITPDCM cannot be blank","If Q4c. LBITPAVL (Tau PET available for sharing?) = 1 (Yes), Q4d. LBITPDCM (Is it in DICOM or other electronic format?) cannot be blank",If LBITPAVL = 1 and LBITPDCM = blank,,"LBITPAVL, LBITPDCM",,,
e2l-lbdivp-m-139,139,Error,e2l,IL,LBITPDCM,Missingness,LBITPDCM conditionally blank,"If LBITPAVL ne 1, LBITPDCM must be blank","If Q4c. LBITPAVL (Tau PET available for sharing?) not = 1, Q4d. LBITPDCM (Is it in DICOM or other electronic format?) must be blank",If LBITPAVL ne 1 and LBITPDCM not = blank,,"LBITPAVL, LBITPDCM",,,
e2l-lbdivp-c-140,140,Error,e2l,IL,LBITPDCM,Conformity,LBITPDCM conforms,LBITPDCM must be an integer between 0-1 or 9,Q4d. LBITPDCM (Is it in DICOM or other electronic format?) must be an integer between 0-1 or 9,LBITPDCM < 0 or LBITPDCM > 1 and not = 9,,,,,
e2l-lbdivp-m-141,141,Error,e2l,IL,LBITPFMT,Missingness,LBITPFMT conditionally present,"If LBITPDCM = 1, LBITPFMT cannot be blank","If Q4d. LBITPDCM (Is it in DICOM or other electronic format?) = 1 (Yes), Q4d1. LBITPFMT (Specify format) cannot be blank",If LBITPDCM = 1 and LBITPFMT = blank,,"LBITPDCM, LBITPFMT",,,
e2l-lbdivp-m-142,142,Error,e2l,IL,LBITPFMT,Missingness,LBITPFMT conditionally blank,"If LBITPDCM ne 1, LBITPFMT must be blank","If Q4d. LBITPDCM (Is it in DICOM or other electronic format?) not = 1, Q4d1. LBITPFMT (Specify format) must be blank",If LBITPDCM ne 1 and LBITPFMT not = blank,,"LBITPDCM, LBITPFMT",,,
e2l-lbdivp-m-143,143,Error,e2l,IL,LBITPLIG,Missingness,LBITPLIG conditionally present,"If LBITPAVL = 1, LBITPLIG cannot be blank","If Q4c. LBITPAVL (Tau PET available for sharing?) = 1 (Yes), Q4e. LBITPLIG (Ligand used) cannot be blank",If LBITPAVL = 1 and LBITPLIG = blank,,"LBITPAVL, LBITPLIG",,,
e2l-lbdivp-m-144,144,Error,e2l,IL,LBITPLIG,Missingness,LBITPLIG conditionally blank,"If LBITPAVL ne 1, LBITPLIG must be blank","If Q4c. LBITPAVL (Tau PET available for sharing?) not = 1, Q4e. LBITPLIG (Ligand used) must be blank",If LBITPAVL ne 1 and LBITPLIG not = blank,,"LBITPAVL, LBITPLIG",,,
e2l-lbdivp-c-145,145,Error,e2l,IL,LBITPLIG,Conformity,LBITPLIG conforms,LBITPLIG must be an integer between 1-3,Q4e. LBITPLIG (Ligand used) must be an integer between 1-3,LBITPLIG < 1 or LBITPLIG > 3,,,,,
e2l-lbdivp-m-146,146,Error,e2l,IL,LBITPOL,Missingness,LBITPOL conditionally present,"If LBITPLIG = 3, LBITPOL cannot be blank","If Q4e. LBITPLIG (Ligand used) = 3 (Other), Q4e1. LBITPOL (Other ligand) cannot be blank",If LBITPLIG = 3 and LBITPOL = blank,,"LBITPLIG, LBITPOL",,,
e2l-lbdivp-m-147,147,Error,e2l,IL,LBITPOL,Missingness,LBITPOL conditionally blank,"If LBITPLIG ne 3, LBITPOL must be blank","If Q4e. LBITPLIG (Ligand used) not = 3, Q4e1. LBITPOL (Other ligand) must be blank",If LBITPLIG ne 3 and LBITPOL not = blank,,"LBITPLIG, LBITPOL",,,
e2l-lbdivp-m-148,148,Error,e2l,IL,LBITPADN,Missingness,LBITPADN conditionally present,"If LBITPAVL = 1, LBITPADN cannot be blank","If Q4c. LBITPAVL (Tau PET available for sharing?) = 1 (Yes), Q4f. LBITPADN (ADNI protocol used?) cannot be blank",If LBITPAVL = 1 and LBITPADN = blank,,"LBITPAVL, LBITPADN",,,
e2l-lbdivp-m-149,149,Error,e2l,IL,LBITPADN,Missingness,LBITPADN conditionally blank,"If LBITPAVL ne 1, LBITPADN must be blank","If Q4c. LBITPAVL (Tau PET available for sharing?) not = 1, Q4f. LBITPADN (ADNI protocol used?) must be blank",If LBITPAVL ne 1 and LBITPADN not = blank,,"LBITPAVL, LBITPADN",,,
e2l-lbdivp-c-150,150,Error,e2l,IL,LBITPADN,Conformity,LBITPADN conforms,LBITPADN must be an integer between 0-1 or 9,Q4f. LBITPADN (ADNI protocol used) must be an integer between 0-1 or 9,LBITPADN < 0 or LBITPADN > 1 and not = 9,,,,,
e2l-lbdivp-m-151,151,Error,e2l,IL,LBITPVER,Missingness,LBITPVER conditionally present,"If LBITPADN = 1, LBITPVER cannot be blank","If Q4f. LBITPADN (ADNI protocol used?) = 1 (Yes), Q4f1. LBITPVER (ADNI version) cannot be blank",If LBITPADN = 1 and LBITPVER = blank,,"LBITPADN, LBITPVER",,,
e2l-lbdivp-m-152,152,Error,e2l,IL,LBITPVER,Missingness,LBITPVER conditionally blank,"If LBITPADN ne 1, LBITPVER must be blank","If Q4f. LBITPADN (ADNI protocol used?) not = 1, Q4f1. LBITPVER (ADNI version) must be blank",If LBITPADN ne 1 and LBITPVER not = blank,,"LBITPADN, LBITPVER",,,
e2l-lbdivp-m-153,153,Error,e2l,IL,LBITPMAN,Missingness,LBITPMAN conditionally present,"If LBITPAVL = 1, LBITPMAN cannot be blank","If Q4c. LBITPAVL (Tau PET available for sharing?) = 1 (Yes), Q4g. LBITPMAN (Scan manufacturer) cannot be blank",If LBITPAVL = 1 and LBITPMAN = blank,,"LBITPAVL, LBITPMAN",,,
e2l-lbdivp-m-154,154,Error,e2l,IL,LBITPMAN,Missingness,LBITPMAN conditionally blank,"If LBITPAVL ne 1, LBITPMAN must be blank","If Q4c. LBITPAVL (Tau PET available for sharing?) not = 1, Q4g. LBITPMAN (Scan manufacturer) must be blank",If LBITPAVL ne 1 and LBITPMAN not = blank,,"LBITPAVL, LBITPMAN",,,
e2l-lbdivp-c-155,155,Error,e2l,IL,LBITPMAN,Conformity,LBITPMAN conforms,LBITPMAN must be an integer between 1-4 or 9,Q4g. LBITPMAN (Scan manufacturer) must be an integer between 1-4 or 9,LBITPMAN < 1 or LBITPMAN > 4 and not = 9,,,,,
e2l-lbdivp-m-156,156,Error,e2l,IL,LBITPOM,Missingness,LBITPOM conditionally present,"If LBITPMAN = 4, LBITPOM cannot be blank","If Q4g. LBITPMAN (Scan manufacturer) = 4 (Other), Q4g1. LBITPOM (Other manufacturer) cannot be blank",If LBITPMAN = 4 and LBITPOM = blank,,"LBITPMAN, LBITPOM",,,
e2l-lbdivp-m-157,157,Error,e2l,IL,LBITPOM,Missingness,LBITPOM conditionally blank,"If LBITPMAN ne 4, LBITPOM must be blank","If Q4g. LBITPMAN (Scan manufacturer) not = 4, Q4g1. LBITPOM (Other manufacturer) must be blank",If LBITPMAN ne 4 and LBITPOM not = blank,,"LBITPMAN, LBITPOM",,,
e2l-lbdivp-m-158,158,Error,e2l,IL,LBIDATS,Missingness,LBIDATS must be present,LBIDATS cannot be blank,Q5. LBITATS (At least one DaTscan scan obtained during current or previous evaluation?) cannot be blank,If LBIDATS = blank,,,,,
