"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
dsimphr,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"31. Impaired hearing","1, Recent condition (past year) | 2, Condition diagnosed in last 5 years | 3, Lifelong condition | 0, Condition not present",,,,,,,y,,22ee,sensory,,
dsimpvs,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"32. Impaired vision","1, Recent condition (past year) | 2, Condition diagnosed in last 5 years | 3, Lifelong condition | 0, Condition not present",,,,,,,y,,22ff,sensory,,
dscancer,form_b1d_ntg_early_detection_screen_for_dementia,"<p class=""text-center"">Other</p>",radio,"33. Cancer","1, Recent condition (past year) | 2, Condition diagnosed in last 5 years | 3, Lifelong condition | 0, Condition not present",,,,,,,y,,22gg,cancer,,
dscancx,form_b1d_ntg_early_detection_screen_for_dementia,,text,"33b. Specify cancer type",,,,,,,"[dscancer] > '0'",y,,22gg1,,,
dschrfat,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"34. Chronic fatigue","1, Recent condition (past year) | 2, Condition diagnosed in last 5 years | 3, Lifelong condition | 0, Condition not present",,,,,,,y,,22hh,ntg_oth,,
dsepilep,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"35. Epilepsy / seizure disorder","1, Recent condition (past year) | 2, Condition diagnosed in last 5 years | 3, Lifelong condition | 0, Condition not present",,,,,,,y,,22ii,ntg_oth,,
dsreflux,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"36. Heartburn / acid reflux","1, Recent condition (past year) | 2, Condition diagnosed in last 5 years | 3, Lifelong condition | 0, Condition not present",,,,,,,y,,22jj,ntg_oth,,
dsincont,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"37. Urinary incontinence","1, Recent condition (past year) | 2, Condition diagnosed in last 5 years | 3, Lifelong condition | 0, Condition not present",,,,,,,y,,22kk,ntg_oth,,
dsapnea,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"38. Sleep apnea","1, Recent condition (past year) | 2, Condition diagnosed in last 5 years | 3, Lifelong condition | 0, Condition not present",,,,,,,y,,22ll,ntg_oth,,
dstics,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"39. Tics / movement disorder / spasticity","1, Recent condition (past year) | 2, Condition diagnosed in last 5 years | 3, Lifelong condition | 0, Condition not present",,,,,,,y,,22mm,ntg_oth,,
dsdental,form_b1d_ntg_early_detection_screen_for_dementia,,radio,"40. Dental pain","1, Recent condition (past year) | 2, Condition diagnosed in last 5 years | 3, Lifelong condition | 0, Condition not present",,,,,,,y,,22nn,ntg_oth,,
dschrnrx,form_b1d_ntg_early_detection_screen_for_dementia,"<div class=""rich-text-field-label""><p class=""text-center""><sup>(28)</sup>Current Medications</p> <p class=""text-center"">Is the participant taking medication for any of these reasons?</p></div>",dropdown,"Treatment of chronic conditions","1, Yes | 0, No",,,,,,,y,,23a,,,
dsmhrx,form_b1d_ntg_early_detection_screen_for_dementia,,dropdown,"Treatment of mental health disorders or behavior problems","1, Yes | 0, No",,,,,,,y,,23b,,,
dspainrx,form_b1d_ntg_early_detection_screen_for_dementia,,dropdown,"Treatment of pain","1, Yes | 0, No",,,,,,,y,,23c,,,
dscomm,form_b1d_ntg_early_detection_screen_for_dementia,<p>,text,"<sup>(29)</sup>Comments related to other notable changes or concerns:",,,,,,,,,,24,,,
dsrecomm,form_b1d_ntg_early_detection_screen_for_dementia,,checkbox,"<div class=""rich-text-field-label""><p><sup>(30)</sup>Next steps / recommendations  <em>(Check all that apply)</em></p></div>","refer, Refer to treating physician for assessment | internal, Review internally by clinical personnel | annual, Include in annual review / annual wellness visit | repeat, Repeat in ______ months: {dsrepmo}",,,,,,,y,,25a,,,
dsrepmo,form_b1d_ntg_early_detection_screen_for_dementia,,text,"Specify number of months to repeat",,,,,,,"[dsrecomm(repeat)] = '1'",y,,25d1,,,
